model,iupac_name,template_index,true_label,response_type,predicted_label,matched_form,correct_strict,gold_contained,generation
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,4,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,5,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1," the sulfoxide group, which is a sulfur"
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,6,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide. The sulfoxide group is
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,7,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"" with the pattern"
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,8,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," known to be ""SulfOxide""."
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,9,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,0,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1," sulfoxide, which is a sulfur atom bonded"
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,1,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,2,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"". The parent compound"
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,3,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide functional group. The sulfoxide
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,4,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,5,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,6,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide. It has a role as a
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,7,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"" with a sub"
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,8,sulfoxide,non_answer,,,0,0, not correctly represented in the provided SMILES string.
phenixace-Chem-R-Faithful,Methyl propyl sulfoxide,9,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,0,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1," sulfoxide, which is a sulfur atom bonded"
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,1,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,2,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"". The parent compound"
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,3,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide functional group. It has a role
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,4,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,5,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,6,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide. It has a role as a
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,7,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"" with the pattern"
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,8,sulfoxide,non_answer,,,0,0, not correctly represented in the given SMILES string.
phenixace-Chem-R-Faithful,Methyl butyl sulfoxide,9,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,0,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1," sulfoxide, which is known to be polar"
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,1,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,2,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"". The sulfox"
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,3,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide functional group. The sulfoxide
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,4,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,5,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,6,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide. It has a role as a
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,7,sulfoxide,answer_correct,sulfoxide,SulfOxide,1,1," ""SulfOxide"" which is represented"
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,8,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, indicated by the presence of the sulfoxide group
phenixace-Chem-R-Faithful,Methyl pentyl sulfoxide,9,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, the sulfoxide group (S=O).
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,0,sulfone,answer_correct,sulfone,sulfone,1,1," sulfone, which is characterized by the presence of"
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,1,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a key component"
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,2,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone. It has a role as a metabol
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,3,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone group. It has a role as a
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,4,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a key component"
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,5,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is characterized by the"
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,6,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone. The general structure of sulfones is
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,7,sulfone,answer_correct,sulfone,sulfone,1,1, as sulfone. It has a role as a
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,8,sulfone,non_answer,,,0,0, a key component in the molecule. It is a
phenixace-Chem-R-Faithful,Methyl ethyl sulfone,9,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfur atom"
phenixace-Chem-R-Faithful,Methyl propyl sulfone,0,sulfone,answer_correct,sulfone,sulfone,1,1," sulfone, which is characterized by the presence of"
phenixace-Chem-R-Faithful,Methyl propyl sulfone,1,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl propyl sulfone,2,sulfone,answer_correct,sulfone,Sulfone,1,1," ""Sulfone"". The sulfone group is"
phenixace-Chem-R-Faithful,Methyl propyl sulfone,3,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone group. It has a role as a
phenixace-Chem-R-Faithful,Methyl propyl sulfone,4,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfur atom"
phenixace-Chem-R-Faithful,Methyl propyl sulfone,5,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl propyl sulfone,6,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone. The sulfone group is attached to
phenixace-Chem-R-Faithful,Methyl propyl sulfone,7,sulfone,answer_correct,sulfone,sulfone,1,1, as sulfone. It has a role as a
phenixace-Chem-R-Faithful,Methyl propyl sulfone,8,sulfone,non_answer,,,0,0, a key to its chemical properties and reactivity.
phenixace-Chem-R-Faithful,Methyl propyl sulfone,9,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,0,sulfone,answer_correct,sulfone,sulfone,1,1," sulfone, which is a sulfone group attached"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,1,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,2,sulfone,answer_correct,sulfone,Sulfone,1,1," ""Sulfone"". The structure consists of a"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,3,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone group. It has a role as a
phenixace-Chem-R-Faithful,Methyl butyl sulfone,4,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfur atom"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,5,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,6,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone. The sulfone group is attached to
phenixace-Chem-R-Faithful,Methyl butyl sulfone,7,sulfone,answer_correct,sulfone,sulfone,1,1, as sulfone. It has a role as a
phenixace-Chem-R-Faithful,Methyl butyl sulfone,8,sulfone,answer_correct,sulfone,sulfone,1,1," based on the sulfone group, which is a"
phenixace-Chem-R-Faithful,Methyl butyl sulfone,9,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,0,sulfone,answer_correct,sulfone,sulfone,1,1," sulfone, which is known for its high polarity"
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,1,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,2,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone. It has a role as a metabol
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,3,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone group. It has a role as a
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,4,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfur atom"
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,5,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,6,sulfone,answer_correct,sulfone,sulfone,1,1, sulfone. The sulfone group is attached to
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,7,sulfone,answer_correct,sulfone,sulfone,1,1, as sulfone. It has a role as a
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,8,sulfone,answer_correct,sulfone,sulfone,1,1, confirmed by the presence of the sulfone group (
phenixace-Chem-R-Faithful,Methyl pentyl sulfone,9,sulfone,answer_correct,sulfone,sulfone,1,1," the sulfone group, which is a sulfony"
phenixace-Chem-R-Faithful,Propan-1-imine,0,imine,answer_correct,imine,imine,1,1," imine, which is characterized by the presence of"
phenixace-Chem-R-Faithful,Propan-1-imine,1,imine,answer_correct,imine,imine,1,1," an imine group, which is a key component"
phenixace-Chem-R-Faithful,Propan-1-imine,2,imine,answer_correct,imine,Imine,1,1," ""Imine"". The representative SMILES pattern for"
phenixace-Chem-R-Faithful,Propan-1-imine,3,imine,non_answer,,,0,0, carbon-nitrogen double bond. The functional group
phenixace-Chem-R-Faithful,Propan-1-imine,4,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This functional
phenixace-Chem-R-Faithful,Propan-1-imine,5,imine,answer_correct,imine,imine,1,1, an imine group. The imine group is
phenixace-Chem-R-Faithful,Propan-1-imine,6,imine,non_answer,,,0,0, key functional group present in the molecule. The im
phenixace-Chem-R-Faithful,Propan-1-imine,7,imine,answer_correct,imine,Imine,1,1," ""Imine"" which is represented by the SM"
phenixace-Chem-R-Faithful,Propan-1-imine,8,imine,non_answer,,,0,0, a key component in the synthesis of complex organic molecules
phenixace-Chem-R-Faithful,Propan-1-imine,9,imine,answer_correct,imine,imine,1,1, the imine group (=N-). The im
phenixace-Chem-R-Faithful,Butan-1-imine,0,imine,answer_correct,imine,imine,1,1," imine, which is known for its reactivity"
phenixace-Chem-R-Faithful,Butan-1-imine,1,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This group
phenixace-Chem-R-Faithful,Butan-1-imine,2,imine,answer_correct,imine,imine,1,1, imine. It has a role as a metabol
phenixace-Chem-R-Faithful,Butan-1-imine,3,imine,non_answer,,,0,0, functional group that can be reactive. The butan
phenixace-Chem-R-Faithful,Butan-1-imine,4,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This group
phenixace-Chem-R-Faithful,Butan-1-imine,5,imine,answer_correct,imine,imine,1,1, the imine group. The imine group is
phenixace-Chem-R-Faithful,Butan-1-imine,6,imine,non_answer,,,0,0, key functional group present in the molecule. The im
phenixace-Chem-R-Faithful,Butan-1-imine,7,imine,answer_correct,imine,imine,1,1," it contains, which is an imine group."
phenixace-Chem-R-Faithful,Butan-1-imine,8,imine,non_answer,,,0,0, a key component in the synthesis of complex organic molecules
phenixace-Chem-R-Faithful,Butan-1-imine,9,imine,answer_correct,imine,imine,1,1, the imine group (=N-). The im
phenixace-Chem-R-Faithful,Pentan-1-imine,0,imine,answer_correct,imine,imine,1,1," imine, which is known for its reactivity"
phenixace-Chem-R-Faithful,Pentan-1-imine,1,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This group
phenixace-Chem-R-Faithful,Pentan-1-imine,2,imine,answer_correct,imine,imine,1,1, imine. The SMILES string for imine
phenixace-Chem-R-Faithful,Pentan-1-imine,3,imine,non_answer,,,0,1, functional group that can be reactive. The imine
phenixace-Chem-R-Faithful,Pentan-1-imine,4,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This functional
phenixace-Chem-R-Faithful,Pentan-1-imine,5,imine,answer_correct,imine,imine,1,1, the imine group. The imine group is
phenixace-Chem-R-Faithful,Pentan-1-imine,6,imine,non_answer,,,0,0, ketimine. It has a role as a
phenixace-Chem-R-Faithful,Pentan-1-imine,7,imine,answer_correct,imine,imine,1,1," it contains, which is an imine group."
phenixace-Chem-R-Faithful,Pentan-1-imine,8,imine,non_answer,,,0,0, a key component in the synthesis of complex organic molecules
phenixace-Chem-R-Faithful,Pentan-1-imine,9,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This group
phenixace-Chem-R-Faithful,Hexan-1-imine,0,imine,answer_correct,imine,imine,1,1, imine. The imine group is a key
phenixace-Chem-R-Faithful,Hexan-1-imine,1,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This group
phenixace-Chem-R-Faithful,Hexan-1-imine,2,imine,answer_correct,imine,imine,1,1, imine. It is a relatively simple molecule with
phenixace-Chem-R-Faithful,Hexan-1-imine,3,imine,non_answer,,,0,0, functional group that can be reactive under certain conditions.
phenixace-Chem-R-Faithful,Hexan-1-imine,4,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This functional
phenixace-Chem-R-Faithful,Hexan-1-imine,5,imine,answer_correct,imine,imine,1,1, the imine group. The imine group is
phenixace-Chem-R-Faithful,Hexan-1-imine,6,imine,non_answer,,,0,0, ketimine. It is a conjugate base
phenixace-Chem-R-Faithful,Hexan-1-imine,7,imine,answer_correct,imine,imine,1,1, as an imine. The representative SMILES for
phenixace-Chem-R-Faithful,Hexan-1-imine,8,imine,non_answer,,,0,1, a key component in the structure. The imine
phenixace-Chem-R-Faithful,Hexan-1-imine,9,imine,answer_correct,imine,imine,1,1, the imine group (=N-). This group
phenixace-Chem-R-Faithful,1-Nitropropane,0,nitro,answer_correct,nitro,Nitro,1,1," ""Nitro"" which is a nitro group"
phenixace-Chem-R-Faithful,1-Nitropropane,1,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O). This
phenixace-Chem-R-Faithful,1-Nitropropane,2,nitro,answer_correct,nitro,Nitro,1,1," ""Nitro"". The molecule has a 3"
phenixace-Chem-R-Faithful,1-Nitropropane,3,nitro,answer_correct,nitro,nitro,1,1, nitro group attached to a propyl chain.
phenixace-Chem-R-Faithful,1-Nitropropane,4,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O) attached
phenixace-Chem-R-Faithful,1-Nitropropane,5,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-NO2). This group
phenixace-Chem-R-Faithful,1-Nitropropane,6,nitro,answer_correct,nitro,nitro,1,1, C-nitro compound. The nitro group
phenixace-Chem-R-Faithful,1-Nitropropane,7,nitro,answer_correct,nitro,nitro,1,1," present, which is the nitro group (-NO"
phenixace-Chem-R-Faithful,1-Nitropropane,8,nitro,answer_correct,nitro,nitro,1,1, confirmed by the presence of a nitro group (
phenixace-Chem-R-Faithful,1-Nitropropane,9,nitro,answer_correct,nitro,nitro,1,1, the nitro group ([N+](=O
phenixace-Chem-R-Faithful,1-Nitrobutane,0,nitro,answer_correct,nitro,Nitro,1,1," ""Nitro"". It is a C-nit"
phenixace-Chem-R-Faithful,1-Nitrobutane,1,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O). This
phenixace-Chem-R-Faithful,1-Nitrobutane,2,nitro,answer_correct,nitro,Nitro,1,1," ""Nitro"". The molecule has a butane"
phenixace-Chem-R-Faithful,1-Nitrobutane,3,nitro,answer_correct,nitro,nitro,1,1, nitro group attached to a butane chain.
phenixace-Chem-R-Faithful,1-Nitrobutane,4,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O) attached
phenixace-Chem-R-Faithful,1-Nitrobutane,5,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O). This
phenixace-Chem-R-Faithful,1-Nitrobutane,6,nitro,answer_correct,nitro,nitro,1,1, nitro compound. The nitro group is attached
phenixace-Chem-R-Faithful,1-Nitrobutane,7,nitro,answer_correct,nitro,nitro,1,1," present, which is the nitro group. The"
phenixace-Chem-R-Faithful,1-Nitrobutane,8,nitro,answer_correct,nitro,nitro,1,1, confirmed by the presence of the nitro group (
phenixace-Chem-R-Faithful,1-Nitrobutane,9,nitro,answer_correct,nitro,nitro,1,1, the nitro group ([N+](=O
phenixace-Chem-R-Faithful,1-Nitropentane,0,nitro,answer_correct,nitro,Nitro,1,1," ""Nitro"" which is a nitro group"
phenixace-Chem-R-Faithful,1-Nitropentane,1,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O). The
phenixace-Chem-R-Faithful,1-Nitropentane,2,nitro,answer_correct,nitro,Nitro,1,1," ""Nitro"". The molecule is a pentane"
phenixace-Chem-R-Faithful,1-Nitropentane,3,nitro,answer_correct,nitro,nitro,1,1, nitro group (-NO2) attached to a
phenixace-Chem-R-Faithful,1-Nitropentane,4,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-NO2) attached to
phenixace-Chem-R-Faithful,1-Nitropentane,5,nitro,answer_correct,nitro,nitro,1,1, the nitro group (-N=O). This
phenixace-Chem-R-Faithful,1-Nitropentane,6,nitro,answer_correct,nitro,nitro,1,1, nitro compound. The nitro group is attached
phenixace-Chem-R-Faithful,1-Nitropentane,7,nitro,answer_correct,nitro,nitro,1,1," present, which is the nitro group (NO"
